"x"
"    lhs                                                                    rhs                                                       support      confidence lift        "
"366 {android.intent.action.CHOOSER}                                     => {WebChromeClient}                                         6.240179e-05 0.3235294  9.052507e+01"
"450 {android.bluetooth.adapter.action.REQUEST_ENABLE}                   => {Object}                                                  4.027752e-04 0.3227273  6.905226e-01"
"468 {android.intent.action.MEDIA_BUTTON}                                => {Service}                                                 7.204570e-04 0.3223350  3.104932e+01"
"356 {android.speech.tts.engine.INSTALL_TTS_DATA}                        => {Activity}                                                5.105601e-05 0.3214286  2.017823e+00"
"409 {Preference}                                                        => {android.intent.action.SEND}                              1.361494e-04 0.3200000  1.625609e+00"
"470 {android.intent.action.SCREEN_ON}                                   => {Service}                                                 7.715130e-04 0.3200000  3.082439e+01"
"505 {android.intent.action.SEND}                                        => {ListActivity}                                            6.277620e-02 0.3189049  4.271377e+00"
"460 {android.intent.action.SCREEN_OFF}                                  => {Activity}                                                4.992143e-04 0.3176895  1.994350e+00"
"444 {ArrayAdapter}                                                      => {android.intent.action.VIEW}                              3.006632e-04 0.3173653  5.947714e-01"
"378 {PagerAdapter}                                                      => {android.intent.action.SEND}                              7.374757e-05 0.3170732  1.610741e+00"
"334 {Controller}                                                        => {android.intent.action.VIEW}                              3.403734e-05 0.3157895  5.918182e-01"
"337 {android.intent.action.ACTION_POWER_CONNECTED}                      => {Object}                                                  3.403734e-05 0.3157895  6.756782e-01"
"340 {android.speech.tts.engine.CHECK_TTS_DATA}                          => {Activity}                                                3.403734e-05 0.3157895  1.982422e+00"
"341 {android.speech.tts.engine.CHECK_TTS_DATA}                          => {Object}                                                  3.403734e-05 0.3157895  6.756782e-01"
"459 {android.intent.action.SCREEN_OFF}                                  => {Service}                                                 4.935414e-04 0.3140794  3.025409e+01"
"447 {Thread}                                                            => {android.intent.action.VIEW}                              3.233547e-04 0.3114754  5.837333e-01"
"443 {ArrayAdapter}                                                      => {android.intent.action.MEDIA_SCANNER_SCAN_FILE}           2.949903e-04 0.3113772  3.152708e+01"
"358 {android.intent.action.RUN}                                         => {Activity}                                                5.105601e-05 0.3103448  1.948243e+00"
"306 {android.intent.action.BATTERY_LOW}                                 => {Object}                                                  2.269156e-05 0.3076923  6.583531e-01"
"309 {android.service.wallpaper.WallpaperService}                        => {Object}                                                  2.269156e-05 0.3076923  6.583531e-01"
"311 {android.settings.NFCSHARING_SETTINGS}                              => {Object}                                                  2.269156e-05 0.3076923  6.583531e-01"
"411 {android.intent.action.PHONE_STATE}                                 => {Object}                                                  1.304765e-04 0.3066667  6.561586e-01"
"508 {android.intent.action.SEND}                                        => {Object}                                                  5.941218e-02 0.3018156  6.457789e-01"
